Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Caller","FoodMazaPos.SalesSummary..ctor","FoodMazaPos.Cashier.sALESSUMMARYToolStripMenuItem_Click",37,0,0.09,0.00,
"Callee","FoodMazaPos.SalesSummary..ctor","[clr.dll]",15,15,0.04,0.04,
"Callee","FoodMazaPos.SalesSummary..ctor","[mscorlib.ni.dll]",5,5,0.01,0.01,
"Callee","FoodMazaPos.SalesSummary..ctor","FoodMazaPos.SalesSummary.InitializeComponent",17,0,0.04,0.00,
"Root","FoodMazaPos.SalesSummary.Dispose","FoodMazaPos.SalesSummary.Dispose",15,0,0.04,0.00,
"Caller","FoodMazaPos.SalesSummary.Dispose","[System.Windows.Forms.ni.dll]",15,0,0.04,0.00,
"Callee","FoodMazaPos.SalesSummary.Dispose","[System.Windows.Forms.ni.dll]",15,15,0.04,0.04,
"Root","FoodMazaPos.SalesSummary.InitializeComponent","FoodMazaPos.SalesSummary.InitializeComponent",17,0,0.04,0.00,
"Caller","FoodMazaPos.SalesSummary.InitializeComponent","FoodMazaPos.SalesSummary..ctor",17,0,0.04,0.00,
"Callee","FoodMazaPos.SalesSummary.InitializeComponent","[System.Windows.Forms.ni.dll]",17,17,0.04,0.04,
"Root","FoodMazaPos.SalesSummary.Loadproducts","FoodMazaPos.SalesSummary.Loadproducts",71,0,0.17,0.00,
"Caller","FoodMazaPos.SalesSummary.Loadproducts","FoodMazaPos.SalesSummary.SalesSummary_Load",71,0,0.17,0.00,
"Callee","FoodMazaPos.SalesSummary.Loadproducts","[clr.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.SalesSummary.Loadproducts","[System.Data.ni.dll]",18,18,0.04,0.04,
"Callee","FoodMazaPos.SalesSummary.Loadproducts","[System.Windows.Forms.ni.dll]",52,52,0.12,0.12,
"Root","FoodMazaPos.SalesSummary.SalesEstimation","FoodMazaPos.SalesSummary.SalesEstimation",109,2,0.26,0.00,
"Caller","FoodMazaPos.SalesSummary.SalesEstimation","FoodMazaPos.SalesSummary.SalesSummary_Load",109,2,0.26,0.00,
"Callee","FoodMazaPos.SalesSummary.SalesEstimation","[clr.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.SalesSummary.SalesEstimation","[System.Data.ni.dll]",21,21,0.05,0.05,
"Callee","FoodMazaPos.SalesSummary.SalesEstimation","[System.Windows.Forms.ni.dll]",85,85,0.20,0.20,
"Root","FoodMazaPos.SalesSummary.SalesSummary_Load","FoodMazaPos.SalesSummary.SalesSummary_Load",208,0,0.50,0.00,
"Caller","FoodMazaPos.SalesSummary.SalesSummary_Load","[System.Windows.Forms.ni.dll]",208,0,0.50,0.00,
"Callee","FoodMazaPos.SalesSummary.SalesSummary_Load","[clr.dll]",21,21,0.05,0.05,
"Callee","FoodMazaPos.SalesSummary.SalesSummary_Load","[System.Windows.Forms.ni.dll]",7,7,0.02,0.02,
"Callee","FoodMazaPos.SalesSummary.SalesSummary_Load","FoodMazaPos.SalesSummary.Loadproducts",71,0,0.17,0.00,
"Callee","FoodMazaPos.SalesSummary.SalesSummary_Load","FoodMazaPos.SalesSummary.SalesEstimation",109,2,0.26,0.00,
"Root","FoodMazaPos.Stocks..ctor","FoodMazaPos.Stocks..ctor",156,0,0.37,0.00,
"Caller","FoodMazaPos.Stocks..ctor","FoodMazaPos.Cashier.bBBBToolStripMenuItem_Click",156,0,0.37,0.00,
"Callee","FoodMazaPos.Stocks..ctor","[clr.dll]",23,23,0.06,0.06,
"Callee","FoodMazaPos.Stocks..ctor","[mscorlib.ni.dll]",117,117,0.28,0.28,
"Callee","FoodMazaPos.Stocks..ctor","[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,
"Callee","FoodMazaPos.Stocks..ctor","FoodMazaPos.Stocks.InitializeComponent",14,0,0.03,0.00,
"Root","FoodMazaPos.Stocks.btnUpdate_Click","FoodMazaPos.Stocks.btnUpdate_Click",400,0,0.96,0.00,
"Caller","FoodMazaPos.Stocks.btnUpdate_Click","[System.Windows.Forms.ni.dll]",400,0,0.96,0.00,
"Callee","FoodMazaPos.Stocks.btnUpdate_Click","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Stocks.btnUpdate_Click","[System.Windows.Forms.ni.dll]",228,228,0.55,0.55,
"Callee","FoodMazaPos.Stocks.btnUpdate_Click","FoodMazaPos.Stocks.LoadGridView1",171,0,0.41,0.00,
"Root","FoodMazaPos.Stocks.dgv_1","FoodMazaPos.Stocks.dgv_1",4,0,0.01,0.00,
"Caller","FoodMazaPos.Stocks.dgv_1","FoodMazaPos.Stocks.Stocks_Load",4,0,0.01,0.00,
"Callee","FoodMazaPos.Stocks.dgv_1","[System.Windows.Forms.ni.dll]",4,4,0.01,0.01,
"Root","FoodMazaPos.Stocks.Dispose","FoodMazaPos.Stocks.Dispose",17,0,0.04,0.00,
"Caller","FoodMazaPos.Stocks.Dispose","[System.Windows.Forms.ni.dll]",17,0,0.04,0.00,
"Callee","FoodMazaPos.Stocks.Dispose","[System.Windows.Forms.ni.dll]",17,17,0.04,0.04,
"Root","FoodMazaPos.Stocks.InitializeComponent","FoodMazaPos.Stocks.InitializeComponent",14,0,0.03,0.00,
"Caller","FoodMazaPos.Stocks.InitializeComponent","FoodMazaPos.Stocks..ctor",14,0,0.03,0.00,
"Callee","FoodMazaPos.Stocks.InitializeComponent","[System.Drawing.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Stocks.InitializeComponent","[System.Windows.Forms.ni.dll]",13,13,0.03,0.03,
"Root","FoodMazaPos.Stocks.LoadGridView1","FoodMazaPos.Stocks.LoadGridView1",381,0,0.91,0.00,
"Caller","FoodMazaPos.Stocks.LoadGridView1","FoodMazaPos.Stocks.btnUpdate_Click",171,0,0.41,0.00,
"Caller","FoodMazaPos.Stocks.LoadGridView1","FoodMazaPos.Stocks.Stocks_Load",210,0,0.50,0.00,
"Callee","FoodMazaPos.Stocks.LoadGridView1","[System.Data.ni.dll]",3,3,0.01,0.01,
"Callee","FoodMazaPos.Stocks.LoadGridView1","[System.Windows.Forms.ni.dll]",378,378,0.90,0.90,
"Root","FoodMazaPos.Stocks.Stocks_Load","FoodMazaPos.Stocks.Stocks_Load",218,0,0.52,0.00,
"Caller","FoodMazaPos.Stocks.Stocks_Load","[System.Windows.Forms.ni.dll]",218,0,0.52,0.00,
"Callee","FoodMazaPos.Stocks.Stocks_Load","[clr.dll]",3,3,0.01,0.01,
"Callee","FoodMazaPos.Stocks.Stocks_Load","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Callee","FoodMazaPos.Stocks.Stocks_Load","FoodMazaPos.Stocks.dgv_1",4,0,0.01,0.00,
"Callee","FoodMazaPos.Stocks.Stocks_Load","FoodMazaPos.Stocks.LoadGridView1",210,0,0.50,0.00,
"Root","FoodMazaPos.updatestocks..ctor","FoodMazaPos.updatestocks..ctor",110,0,0.26,0.00,
"Caller","FoodMazaPos.updatestocks..ctor","FoodMazaPos.Cashier.Timercheckingstock",110,0,0.26,0.00,
"Callee","FoodMazaPos.updatestocks..ctor","[clr.dll]",22,22,0.05,0.05,
"Callee","FoodMazaPos.updatestocks..ctor","[mscorlib.ni.dll]",79,79,0.19,0.19,
"Callee","FoodMazaPos.updatestocks..ctor","[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,
"Callee","FoodMazaPos.updatestocks..ctor","FoodMazaPos.updatestocks.InitializeComponent",7,0,0.02,0.00,
"Root","FoodMazaPos.updatestocks.dgv_1","FoodMazaPos.updatestocks.dgv_1",21,0,0.05,0.00,
"Caller","FoodMazaPos.updatestocks.dgv_1","FoodMazaPos.updatestocks.updatestocks_Load",21,0,0.05,0.00,
"Callee","FoodMazaPos.updatestocks.dgv_1","[System.Windows.Forms.ni.dll]",21,21,0.05,0.05,
"Root","FoodMazaPos.updatestocks.Dispose","FoodMazaPos.updatestocks.Dispose",14,0,0.03,0.00,
"Caller","FoodMazaPos.updatestocks.Dispose","[System.Windows.Forms.ni.dll]",14,0,0.03,0.00,
"Callee","FoodMazaPos.updatestocks.Dispose","[System.Windows.Forms.ni.dll]",14,14,0.03,0.03,
"Root","FoodMazaPos.updatestocks.InitializeComponent","FoodMazaPos.updatestocks.InitializeComponent",7,0,0.02,0.00,
"Caller","FoodMazaPos.updatestocks.InitializeComponent","FoodMazaPos.updatestocks..ctor",7,0,0.02,0.00,
"Callee","FoodMazaPos.updatestocks.InitializeComponent","[System.Windows.Forms.ni.dll]",7,7,0.02,0.02,
"Root","FoodMazaPos.updatestocks.LoadGridView1","FoodMazaPos.updatestocks.LoadGridView1",84,0,0.20,0.00,
"Caller","FoodMazaPos.updatestocks.LoadGridView1","FoodMazaPos.updatestocks.updatestocks_Load",84,0,0.20,0.00,
"Callee","FoodMazaPos.updatestocks.LoadGridView1","[System.Data.ni.dll]",2,2,0.00,0.00,
"Callee","FoodMazaPos.updatestocks.LoadGridView1","[System.Windows.Forms.ni.dll]",82,82,0.20,0.20,
"Root","FoodMazaPos.updatestocks.ToFillGridview","FoodMazaPos.updatestocks.ToFillGridview",39,0,0.09,0.00,
"Caller","FoodMazaPos.updatestocks.ToFillGridview","FoodMazaPos.updatestocks.updatestocks_Load",39,0,0.09,0.00,
"Callee","FoodMazaPos.updatestocks.ToFillGridview","[System.Data.ni.dll]",2,2,0.00,0.00,
"Callee","FoodMazaPos.updatestocks.ToFillGridview","[System.Windows.Forms.ni.dll]",37,37,0.09,0.09,
"Root","FoodMazaPos.updatestocks.updatestocks_Load","FoodMazaPos.updatestocks.updatestocks_Load",149,0,0.36,0.00,
"Caller","FoodMazaPos.updatestocks.updatestocks_Load","[System.Windows.Forms.ni.dll]",149,0,0.36,0.00,
"Callee","FoodMazaPos.updatestocks.updatestocks_Load","[clr.dll]",5,5,0.01,0.01,
"Callee","FoodMazaPos.updatestocks.updatestocks_Load","FoodMazaPos.updatestocks.dgv_1",21,0,0.05,0.00,
"Callee","FoodMazaPos.updatestocks.updatestocks_Load","FoodMazaPos.updatestocks.LoadGridView1",84,0,0.20,0.00,
"Callee","FoodMazaPos.updatestocks.updatestocks_Load","FoodMazaPos.updatestocks.ToFillGridview",39,0,0.09,0.00,
